player,pos,year,bodyfat%,hand_len_in,hand_width_in,height_wo_shoes,height_w_shoes,standing_reach,weight_lbs,wingspan,lane_agility_s,shuttle_run_s,three_q_sprint_s,standing_vert_in,max_vert_in,max_bench_reps
Kyle O'Quinn,PF,2012-13,8.00%,9.5,10,6' 8.5'',6' 10'',8' 10.5'',240.8,7' 4.75'',11.65,-,3.53,31.5,31.5,-
Miles Plumlee,PF-C,2012-13,11.40%,9.25,9,6' 10.5'',6' 11.75'',8' 9.5'',252.4,7' 0.75'',10.64,-,3.36,34,40.5,15
Austin Rivers,SG-PG,2012-13,6.20%,8.5,10,6' 3.5'',6' 5'',8' 0.5'',202.8,6' 7.25'',11.54,-,3.32,32.5,37.5,1
Thomas Robinson,PF,2012-13,5.00%,9.75,10.5,6' 7.75'',6' 8.75'',8' 10'',244.2,7' 3.25'',11.96,-,3.17,28.5,35.5,15
Terrence Ross,SG-SF,2012-13,3.20%,8.75,10.25,6' 6'',6' 7'',8' 4.5'',196.6,6' 7.25'',11.78,-,3.28,31,37.5,2
Tomas Satoransky,PG-SG,2012-13,5.20%,8.5,9.5,6' 6.5'',6' 7.5'',8' 4'',200.6,6' 7.25'',-,-,-,-,-,-
Mike Scott,PF,2012-13,10.60%,8.5,9,6' 7.25'',6' 8.75'',8' 8'',240.8,6' 10.75'',11.59,-,3.44,27,32.5,14
Henry Sims,C-PF,2012-13,7.70%,9.25,10,6' 10'',6' 11.75'',9' 0'',241.2,7' 4'',12.33,-,3.44,26.5,29.5,7
Jared Sullinger,PF,2012-13,10.70%,9.25,9.75,6' 7.75'',6' 9'',8' 9.5'',268.2,7' 1.25'',12.77,-,3.81,29.5,31,9
Tyshawn Taylor,PG,2012-13,4.20%,8.75,8.75,6' 2.75'',6' 4'',8' 1.5'',177,6' 6.25'',11.48,-,3.2,32,36.5,-
Jordan Taylor,PG,2012-13,5.50%,8.25,9.5,6' 1'',6' 2'',7' 8.5'',192.8,6' 3'',10.57,-,3.19,33,36.5,14
Jeff Taylor,SF-SG,2012-13,4.20%,8.25,9.75,6' 6'',6' 7.25'',8' 5.5'',212.8,6' 6.25'',10.87,-,3.29,33.5,40,15
Marquis Teague,PG,2012-13,6.30%,8.25,7.75,6' 1'',6' 2'',8' 0.5'',179.8,6' 7.25'',10.65,-,3.19,32.5,40.5,8
Hollis Thompson,SF,2012-13,6.00%,8.25,9.75,6' 6.75'',6' 8'',8' 6.5'',206,6' 9.5'',11.72,-,3.38,28.5,36.5,6
Dion Waiters,SG,2012-13,8.50%,8.5,9.5,6' 2.5'',6' 4'',8' 2'',221,6' 7.25'',-,-,-,-,-,-
Royce White,PF,2012-13,10.60%,9.5,11.5,6' 7'',6' 8'',8' 8.5'',260.6,7' 0'',-,-,-,-,-,-
Tony Wroten,PG,2012-13,5.20%,8,9,6' 4.75'',6' 6'',8' 5'',203.2,6' 9'',10.75,-,3.24,30,35.5,-
Tyler Zeller,PF-C,2012-13,6.40%,9,9.75,6' 11.25'',7' 0.5'',8' 8.5'',247.4,7' 0'',11.13,-,3.4,30,34,16
Steven Adams,C,2013-14,6.65%,9.5,11,6' 10.75'',7' 0'',9' 1.5'',254.5,7' 4.5'',11.85,3.02,3.4,28.5,33,16
Vander Blue,SG,2013-14,4.60%,8.5,9.5,6' 3.5'',6' 5.25'',8' 4.5'',197.4,6' 6'',10.4,2.7,3.14,28,37.5,4
Lorenzo Brown,PG,2013-14,3.95%,8.25,8.5,6' 4'',6' 5.25'',8' 4'',189.2,6' 7'',11.78,3.24,3.4,28,34,8
Reggie Bullock,SG-SF,2013-14,6.95%,8.5,9,6' 5.75'',6' 7'',8' 6'',199.8,6' 8.75'',11.33,3.3,3.31,31,36.5,11
Trey Burke,PG,2013-14,6.90%,8.25,8.75,5' 11.75'',6' 1.25'',8' 1.5'',187,6' 5.5'',11.2,3.01,3.16,29.5,36.5,3
Kentavious Caldwell-Pope,SG,2013-14,6.45%,8.5,9,6' 4.5'',6' 5.5'',8' 4.5'',203.6,6' 8'',10.6,3.2,3.12,29,34.5,7
Isaiah Canaan,PG,2013-14,5.90%,8.25,9.5,5' 11'',6' 0'',7' 10.5'',188.4,6' 4.5'',10.98,2.89,3.22,33,40.5,16
Jackie Carmichael,PF,2013-14,5.80%,9,10.25,6' 7.5'',6' 9'',8' 11'',241.2,7' 1.5'',11.83,3.07,3.35,30,32,13
Michael Carter-Williams,PG,2013-14,4.40%,7.5,8.5,6' 4.75'',6' 5.75'',8' 5'',184.4,6' 7.25'',10.68,3.7,3.22,31.5,41,8
Will Clyburn,SF-SG,2013-14,6.85%,9.25,10.25,6' 5.75'',6' 7'',8' 9'',210.4,7' 0.25'',11.68,3.12,3.38,28,34.5,3
Robert Covington,SF-PF,2013-14,4.70%,9,8.5,6' 6.25'',6' 7.5'',8' 10'',208.6,7' 1.75'',11.69,3.1,3.34,29.5,36,9
Allen Crabbe,SG,2013-14,4.65%,8.25,8.5,6' 5.25'',6' 6.25'',8' 7.5'',197.4,6' 11.25'',10.67,3.1,3.32,30.5,36,10
Seth Curry,SG,2013-14,9.60%,8,8.25,6' 1'',6' 3'',8' 1.5'',179.2,6' 4'',-,-,-,-,-,-
Brandon Davies,PF,2013-14,8.60%,9,11,6' 8.5'',6' 10.25'',9' 0.5'',241.8,7' 1.5'',11.22,3.14,3.5,26,31.5,7
Dewayne Dedmon,C,2013-14,8.35%,9,11,6' 10'',6' 11.5'',9' 1'',238.8,7' 4'',12.75,3.26,3.4,28,32.5,8
Gorgui Dieng,C,2013-14,5.35%,9,10,6' 9.75'',6' 10.75'',9' 3.5'',229.6,7' 3.5'',-,-,-,-,-,-
James Ennis,SF,2013-14,4.50%,8.5,8.75,6' 5.75'',6' 7'',8' 8.5'',200.8,6' 11.5'',11.55,3.06,3.4,29.5,36.5,7
Carrick Felix,SF-SG,2013-14,3.30%,8.5,9.5,6' 4.75'',6' 6.25'',8' 7.5'',202.6,6' 9.25'',11.16,3.09,3.25,32,38.5,15
Jamaal Franklin,SG-SF,2013-14,8.25%,8.5,8.25,6' 4'',6' 5.25'',8' 7.5'',190.8,6' 11.25'',-,-,-,-,-,-
Rudy Gobert,C,2013-14,4.40%,9.75,10,7' 0.5'',7' 2'',9' 7'',237.6,7' 8.5'',12.85,3.19,3.57,25,29,7
Archie Goodwin,SG,2013-14,4.55%,8.5,9,6' 3.75'',6' 5.25'',8' 6'',189,6' 9.5'',10.75,3.41,3.27,30,36,1
Erick Green,PG,2013-14,4.35%,8.5,9,6' 1.5'',6' 3'',8' 2'',178.2,6' 5.75'',-,-,-,-,-,5
Tim Hardaway Jr.,SG,2013-14,6.05%,8,9.25,6' 4.5'',6' 6.25'',8' 5'',199.4,6' 7'',10.68,2.93,3.25,31.5,37.5,16
Solomon Hill,SF,2013-14,7.60%,9,10.5,6' 5.5'',6' 7'',8' 7'',226,6' 9'',10.77,2.91,3.19,29.5,37.5,14
Richard Howell,PF,2013-14,8.75%,8.75,9.5,6' 6.25'',6' 7.5'',8' 9.5'',249.6,6' 10.25'',-,-,-,-,-,-
Colton Iverson,C,2013-14,9.60%,9.25,9.5,6' 10.5'',7' 0'',9' 2'',262.8,7' 2'',11.52,3.04,3.52,26.5,30,12
Pierre Jackson,PG,2013-14,4.50%,7.5,8.25,5' 9.5'',5' 10.5'',7' 6'',176,5' 10'',-,-,-,-,-,-
Grant Jerrett,PF,2013-14,10.05%,8.5,9.25,6' 8.75'',6' 10.25'',9' 1'',232,7' 2'',11.85,3.23,3.51,28.5,34,2
Myck Kabongo,PG,2013-14,6.00%,8.25,9,6' 1.25'',6' 2.75'',8' 2'',180.4,6' 6.25'',10.64,2.86,3.44,27.5,33.5,2
Kenny Kadji,PF-C,2013-14,7.45%,9,10.25,6' 8.75'',6' 10'',8' 10.5'',241.6,7' 3'',11.47,2.88,3.44,34,38,9
Ryan Kelly,PF,2013-14,14.75%,9,10,6' 9.75'',6' 11.75'',9' 2'',228,6' 11.5'',-,-,-,-,-,-
Shane Larkin,PG,2013-14,3.80%,7.5,8.75,5' 10.25'',5' 11.5'',7' 5.5'',170.8,5' 10.75'',10.64,3.03,3.08,34.5,44,12
Ricky Ledo,SG,2013-14,10.25%,8.5,9.25,6' 4.75'',6' 6'',8' 6.5'',197.2,6' 7.25'',10.72,3.16,3.32,27,33.5,4
Alex Len,C,2013-14,6.40%,9,10.75,,,,-,7' 3.5'',-,-,-,-,-,-
CJ Leslie,PF-SF,2013-14,7.95%,8.75,9,6' 7.5'',6' 8.75'',8' 8.5'',209.2,7' 2.25'',10.19,2.79,3.1,32.5,40.5,-
Trevor Mbakwe,PF,2013-14,5.90%,9.5,11.5,6' 6.75'',6' 8'',8' 10.5'',235.8,7' 4'',12.01,2.97,3.32,30,36.5,21
Ray McCallum,PG,2013-14,7.30%,8,8.75,6' 0.25'',6' 1.75'',8' 0.5'',191.4,6' 3.25'',10.82,3.08,3.25,30.5,40,5
CJ McCollum,PG-SG,2013-14,8.60%,8,9.5,6' 2.25'',6' 3.25'',8' 0.5'',197,6' 6.25'',11.02,2.91,3.32,32,38.5,13
Ben McLemore,SG,2013-14,5.00%,8.75,9.5,6' 3.5'',6' 4.75'',8' 4.5'',189.2,6' 7.75'',11.87,3.11,3.27,32.5,42,6
Tony Mitchell,PF-SF,2013-14,5.55%,9,10,6' 7.5'',6' 8.75'',8' 10.5'',236.4,7' 2.5'',11.82,3.25,3.52,33.5,38,13
Shabazz Muhammad,SF-SG,2013-14,9.00%,9,10,6' 4.75'',6' 6.25'',8' 8.5'',221.8,6' 11'',10.99,2.93,3.32,29.5,37,10
Erik Murphy,PF,2013-14,7.95%,8.75,9.75,6' 8.75'',6' 9.5'',9' 0'',239.8,6' 10.5'',12.19,2.96,3.57,24.5,29.5,13
Mike Muscala,C-PF,2013-14,6.80%,8.5,9,6' 10.25'',6' 11.5'',9' 0'',230.2,7' 1'',11.76,2.99,3.44,28,33.5,5
Nerlens Noel,C,2013-14,4.15%,9.5,10,6' 10'',6' 11.75'',9' 2'',206.4,7' 3.75'',-,-,-,-,-,-
Victor Oladipo,SG,2013-14,6.55%,8.75,9.25,6' 3.25'',6' 4.25'',8' 4.5'',213.2,6' 9.25'',10.69,3.14,3.25,33,42,15
Kelly Olynyk,PF-C,2013-14,6.65%,8.5,10,6' 10.75'',7' 0'',9' 0'',234,6' 9.75'',11.42,2.99,3.59,24.5,29.5,5
Brandon Paul,SG,2013-14,5.25%,8.5,9.5,6' 2.75'',6' 4'',8' 2'',201,6' 10.25'',11.16,2.9,3.37,33.5,39.5,15
Norvel Pelle,PF-C,2013-14,5.15%,8.75,9.5,6' 9.5'',6' 10.5'',9' 1'',207.2,7' 2.5'',11.49,3.2,3.32,31,34.5,-
Mason Plumlee,C-PF,2013-14,6.15%,9.75,9.5,6' 11.25'',7' 0.5'',9' 0'',238.2,6' 11'',10.89,2.76,3.29,30.5,36,14
Otto Porter,SF,2013-14,6.65%,8.75,9.25,6' 7.5'',6' 8.5'',8' 9.5'',197.6,7' 1.5'',11.25,3.06,3.4,27,36,9
Phil Pressey,PG,2013-14,4.70%,7.75,9.75,5' 9.5'',5' 11.5'',7' 8'',177,6' 2.25'',10.86,3.02,3.13,33,38.5,7
Glen Rice,SF-SG,2013-14,8.45%,8.5,9,6' 4.5'',6' 5.75'',8' 5.5'',210.8,6' 9.25'',10.99,3.08,3.25,33,40.5,10
Andre Roberson,PF-SF,2013-14,7.05%,8.75,9.5,6' 6.25'',6' 7'',8' 8.5'',205.8,6' 11'',11.36,3.02,3.34,30,36.5,10
Dennis Schroder,PG,2013-14,4.10%,8.75,10.5,6' 1'',6' 2'',8' 2'',164.8,6' 7.75'',11.09,2.86,3.21,30,34,1
Peyton Siva,PG,2013-14,6.05%,8,9.75,5' 11.5'',6' 1'',7' 9'',180.6,6' 3'',10.59,2.93,3.16,33.5,41.5,15
Tony Snell,SF-SG,2013-14,4.85%,9,9.5,6' 6'',6' 7.25'',8' 9.5'',198.2,6' 11.5'',11.36,2.84,3.25,30,36.5,7
James Southerland,SF-PF,2013-14,8.05%,8,9.5,6' 7'',6' 8'',8' 10'',220.6,7' 1'',10.9,3.03,3.38,29,32,5
Adonis Thomas,SF,2013-14,7.50%,9.25,9.5,6' 4.75'',6' 5.75'',8' 3'',231.8,7' 1'',11.64,3.11,3.32,34.5,40.5,13
Deshaun Thomas,SF,2013-14,9.10%,8,8.75,6' 5'',6' 7'',8' 8'',219.8,6' 10'',12.94,3.38,3.53,28.5,32,5
Jeff Withey,C,2013-14,8.65%,9,9.75,6' 10.75'',7' 0.5'',9' 2.5'',221.8,7' 2'',12.49,3.29,3.47,26.5,29,10
Nate Wolters,PG,2013-14,5.50%,8.25,8.75,6' 3.5'',6' 4.75'',8' 2'',196.4,6' 3.75'',-,-,-,-,-,8
BJ Young,SG-PG,2013-14,4.70%,8.5,9.5,6' 2.25'',6' 3.5'',8' 3'',178.8,6' 8.25'',-,-,-,-,-,-
Cody Zeller,C-PF,2013-14,4.75%,8.5,10.5,6' 10.75'',7' 0.25'',8' 10'',230,6' 10.75'',10.82,2.69,3.15,35.5,37.5,17
Jordan Adams,SG,2014-15,10.80%,8.5,7.5,6' 3.5'',6' 4.75'',8' 6'',208.8,6' 10'',12.13,3.05,3.5,24.5,29.5,-
Kyle Anderson,SF,2014-15,13.35%,8.25,8.75,6' 7.5'',6' 8.5'',8' 11.5'',230.1,7' 2.75'',-,-,-,-,-,-
Thanasis Antetokounmpo,SF,2014-15,6.05%,9,9.75,6' 5.25'',6' 6.25'',8' 8.5'',205.2,7' 0'',11.39,3.05,3.18,31.5,39.5,-
Jordan Bachynski,PF,2014-15,7.45%,9.25,10,7' 1.25'',7' 2'',9' 0.5'',254.1,7' 4'',12.15,3.03,3.36,29,33,-
Cameron Bairstow,PF,2014-15,8.70%,8.75,9,6' 8.75'',6' 9.75'',8' 11'',252.4,7' 0.75'',11.39,3.09,3.37,31,33.5,-
Khem Birch,PF,2014-15,6.00%,9,8.5,6' 7.5'',6' 9.25'',8' 11'',208.8,7' 1'',11.6,3.24,3.26,30.5,35.5,-
Alec Brown,PF,2014-15,7.70%,9.25,8.75,7' 0.25'',7' 1.25'',9' 1'',231.2,7' 1.5'',12.05,2.91,3.48,27,30,-
Markel Brown,SG,2014-15,4.20%,8.25,9.75,6' 2.5'',6' 3.5'',8' 4'',184.4,6' 8.75'',12.62,2.9,3.18,36.5,43.5,-
Jabari Brown,SG,2014-15,6.05%,9,9.25,6' 3'',6' 4.25'',8' 4'',201.9,6' 8.25'',11.6,3.26,3.5,28,32,-
Deonte Burton,PG,2014-15,7.65%,8.25,8,6' 0'',6' 1.25'',8' 1.5'',192.8,6' 7'',11.28,3.08,3.28,29,39.5,-
Semaj Christon,PG,2014-15,5.25%,8.5,8.25,6' 1.5'',6' 3.25'',8' 3'',186,6' 6.5'',11.55,3.21,3.32,30.5,36.5,-
Jordan Clarkson,PG,2014-15,4.30%,8.25,9,6' 3.25'',6' 5'',8' 2'',186.3,6' 8'',10.76,2.98,3.28,33,38.5,-
Aaron Craft,PG,2014-15,6.10%,7.75,8.5,6' 0.75'',6' 1.75'',7' 10.5'',191.6,6' 2'',10.78,2.9,3.26,29,32,-
DeAndre Daniels,SF,2014-15,3.85%,9.25,10.5,6' 7.25'',6' 8.5'',8' 10.5'',196,7' 2'',11.46,3.04,3.44,26.5,32,-
Spencer Dinwiddie,PG,2014-15,5.35%,8.25,9,6' 4.5'',6' 6'',8' 7'',204.9,6' 8.25'',-,-,-,-,-,-
Cleanthony Early,SF,2014-15,4.45%,8.5,9,6' 6'',6' 7.25'',8' 5.5'',209.4,6' 10.75'',11.15,2.96,3.18,34,40,-
Melvin Ejim,SF,2014-15,6.45%,8.75,9.25,6' 5.25'',6' 7'',8' 7.5'',218.5,6' 11.25'',11.55,3.12,3.14,29.5,35,-
Tyler Ennis,PG,2014-15,6.20%,8.25,8.75,6' 1'',6' 2.5'',8' 2'',181.5,6' 7.25'',11.12,2.84,3.3,29,36,-
Dante Exum,SG,2014-15,6.40%,8.5,9.5,6' 4.5'',6' 6'',8' 7'',196.3,6' 9.5'',10.75,2.88,3.19,31.5,34.5,-
C.J. Fair,SF,2014-15,5.05%,9,9,6' 6.5'',6' 8'',8' 8'',218.1,6' 9.5'',11,3.06,3.32,27,35,-
Aaron Gordon,PF,2014-15,5.05%,8.75,10.5,6' 7.5'',6' 8.75'',8' 9'',220.1,6' 11.75'',10.81,2.76,3.27,32.5,39,-
Jerami Grant,SF,2014-15,3.75%,9.25,9.25,6' 6.5'',6' 7.75'',8' 11'',214,7' 2.75'',-,-,-,-,-,-
P.J. Hairston,SG,2014-15,8.20%,8.75,9.75,6' 4.25'',6' 5.25'',8' 5'',228.8,6' 9'',11.12,-,3.32,32,37,-
Gary Harris,SG,2014-15,4.55%,8.5,9.5,6' 2.5'',6' 4.5'',8' 0'',204.8,6' 6.75'',-,-,-,-,-,-
Joe Harris,SG,2014-15,6.20%,8.5,9.75,6' 4.75'',6' 6.25'',8' 4'',215,6' 6'',11.11,2.92,3.31,28.5,33.5,-
Rodney Hood,SF,2014-15,7.45%,8.5,8.5,6' 7.25'',6' 8.5'',8' 7'',208.2,6' 8.5'',11.21,3.14,3.38,29,36,-
Cory Jefferson,PF,2014-15,5.25%,8.75,9.75,6' 7.75'',6' 9'',8' 9'',218.4,7' 0.5'',12.63,3.39,3.36,33,37.5,-
Nick Johnson,SG,2014-15,6.05%,8.75,9.75,6' 1.5'',6' 3'',8' 0.5'',198,6' 7.25'',10.8,2.95,3.27,33.5,41.5,-
Sean Kilpatrick,SG,2014-15,9.20%,9,9,6' 2.5'',6' 4.25'',8' 3'',218.7,6' 7'',-,-,-,-,-,-
Alex Kirk,PF,2014-15,13.60%,9.25,10.5,6' 9.25'',6' 10.75'',9' 1.5'',252,7' 3.5'',11.2,3.19,3.48,28.5,31.5,-
Zach LaVine,PG,2014-15,4.70%,8.25,8.75,6' 4.5'',6' 5.75'',8' 4'',180.9,6' 8.25'',10.42,2.8,3.19,33.5,41.5,-
Devyn Marble,SG,2014-15,6.90%,8.25,8.5,6' 5'',6' 6.5'',8' 6'',192.4,6' 9'',11.32,3.08,3.28,29,35,-
James McAdoo,PF,2014-15,6.15%,9.25,9,6' 7.5'',6' 8.75'',8' 10.5'',227.6,7' 2.25'',11.61,2.91,3.28,29.5,34,-
K.J. McDaniels,SF,2014-15,4.45%,8.75,9.75,6' 4.5'',6' 6'',8' 6'',195.6,6' 11.25'',12.71,3.2,3.1,33,37,-
Doug McDermott,SF,2014-15,7.10%,8.75,9.75,6' 6.25'',6' 7.75'',8' 7'',218,6' 9.25'',11.1,3.15,3.29,28.5,36.5,-
Jordan McRae,SG,2014-15,5.20%,8.75,8.5,6' 3.75'',6' 5.25'',8' 8'',179.4,7' 0.5'',11.07,3.15,3.39,27.5,34.5,-
Shabazz Napier,PG,2014-15,7.35%,8.25,8.5,5' 11'',6' 1'',7' 9'',175.2,6' 3.25'',11.6,3.13,3.2,30.5,37.5,-
Johnny O?Bryant III,PF,2014-15,10.75%,9.25,9.5,6' 7.25'',6' 8.5'',8' 9'',256.8,7' 2.25'',11.57,3.32,3.45,31,35.5,-
Lamar Patterson,SG,2014-15,10.75%,9,9.25,6' 4'',6' 5.25'',8' 5'',226,6' 11'',11.63,3.13,3.45,27.5,32.5,-
Adreian Payne,PF,2014-15,7.55%,9.25,9.5,6' 9'',6' 9.75'',9' 1'',238.5,7' 4'',-,-,-,-,-,-
Elfrid Payton,PG,2014-15,5.65%,8.75,9,6' 2.5'',6' 3.75'',8' 2.5'',185.4,6' 8'',11.06,2.92,3.23,31.5,35.5,-
Dwight Powell,PF,2014-15,6.20%,9,9.25,6' 9.5'',6' 11'',8' 9'',234.4,7' 0.5'',11.28,2.88,3.2,28.5,35,-
Julius Randle,PF,2014-15,9.40%,8.75,8.25,6' 7.75'',6' 9'',8' 9.5'',249.7,7' 0'',11.45,3.14,3.27,29,35.5,-
Glenn Robinson III,SF,2014-15,5.05%,9,9.5,6' 5.5'',6' 6.75'',8' 4.5'',211.4,6' 10'',11.22,3.04,3.15,36.5,41.5,-
LaQuinton Ross,SF,2014-15,16.30%,8.75,9.75,6' 6.5'',6' 7.5'',8' 10'',238.7,7' 1.75'',11.97,3.52,3.44,25,31,-
Marcus Smart,PG,2014-15,10.55%,9,8.75,6' 2'',6' 3.25'',8' 3'',227.2,6' 9.25'',10.82,2.96,3.26,33,36,-
Russ Smith,PG,2014-15,3.50%,8.25,8.5,5' 11.5'',6' 0.75'',7' 11'',160,6' 3.5'',11.57,3.01,3.27,29.5,34,-
Nik Stauskas,SG,2014-15,12.05%,8.5,8.5,6' 5.25'',6' 6.5'',8' 6'',206.9,6' 7.75'',10.79,2.92,3.27,29,35.5,-
Jarnell Stokes,PF,2014-15,8.20%,9.75,10.5,6' 7'',6' 8.5'',8' 7.5'',262.8,7' 1.25'',11.92,3.2,3.26,31,36,-
Xavier Thames,PG,2014-15,6.40%,8.25,9,6' 2.25'',6' 3.5'',8' 0'',187,6' 4'',11.48,3.02,3.48,29,32.5,-
Noah Vonleh,PF,2014-15,7.30%,9.75,11.75,6' 8'',6' 9.5'',9' 0'',247.1,7' 4.25'',11.45,3.29,3.28,31,37,-
T.J. Warren,SF,2014-15,7.95%,8.75,9,6' 7'',6' 8.25'',8' 8'',220.2,6' 10.25'',11.1,3.04,3.26,27,35.5,-
C.J. Wilcox,SG,2014-15,6.50%,8.75,9,6' 3.5'',6' 5'',8' 4.5'',201,6' 9.75'',11.3,2.92,3.22,31,37.5,-
Kendall Williams,PG,2014-15,7.20%,8,7.75,6' 2.25'',6' 3.75'',8' 3'',183,6' 5.5'',10.83,2.85,-,27,33,-
Patric Young,PF,2014-15,5.45%,9.25,9.5,6' 8.5'',6' 10'',8' 7.5'',246.8,7' 1.75'',11.18,3.06,3.43,32,37.5,-
James Young,SG,2014-15,5.10%,9,9.5,6' 5.25'',6' 6.75'',8' 8'',213.3,7' 0'',-,-,-,28,35.5,-
Cliff Alexander,PF-C,2015-16,5.80%,9.5,10.25,6' 7.25'',6' 8.5'',9' 1.5'',239.2,7' 3.5'',-,-,-,-,-,-
Justin Anderson,SF-SG,2015-16,5.00%,8.5,9.5,6' 5.25'',6' 6.25'',8' 5'',230.6,6' 11.75'',11.13,2.88,3.22,38,43,12
Brandon Ashley,PF,2015-16,8.80%,9,9.5,6' 7.25'',6' 8.5'',8' 9'',228,7' 3.75'',11.21,3.35,3.58,31.5,35.5,9
Ryan Boatright,PG,2015-16,6.60%,7.5,8.75,5' 10'',5' 11'',7' 8.5'',169.6,6' 0.5'',10.71,3.05,3.26,32,41,10
Devin Booker,SG,2015-16,8.30%,8.75,9,6' 4.5'',6' 5.75'',8' 6.5'',205.8,6' 8.25'',10.27,2.75,3.28,27.5,34.5,8
Anthony Brown,SF-SG,2015-16,6.10%,8.5,9,6' 5.75'',6' 7.25'',8' 8.5'',211,6' 11'',10.94,3.29,3.18,27.5,34.5,4
Willie Cauley-Stein,C,2015-16,6.30%,9.5,9,6' 11.25'',7' 0.5'',9' 3'',242.4,7' 3'',-,-,-,-,-,-
Rakeem Christmas,PF-C,2015-16,9.60%,9.25,9,6' 8.25'',6' 9.75'',9' 2.5'',242.6,7' 5.25'',11.6,3.3,3.47,29,32,9
Pat Connaughton,SG,2015-16,10.20%,8.5,9.25,6' 4'',6' 5.25'',8' 0'',215,6' 8'',10.58,3.08,3.2,37.5,44,13
Quinn Cook,PG,2015-16,6.70%,7.5,8.75,6' 0.25'',6' 2'',8' 0.5'',179,6' 4'',11.44,3.41,3.38,24.5,31,14
Branden Dawson,PF,2015-16,5.80%,9,8.75,6' 5.5'',6' 6.75'',8' 9'',230.2,6' 11'',12.22,3.53,3.2,28.5,34.5,12
Sam Dekker,SF,2015-16,7.50%,8.5,9.25,6' 7.75'',6' 9'',8' 10'',218.6,6' 11.5'',10.64,2.96,3.28,25.5,34.5,5
Michael Frazier II,SG,2015-16,7.40%,8.25,9.25,6' 3.75'',6' 4.25'',8' 5.5'',199.4,6' 8'',10.66,3.02,3.32,27,35,10
Treveon Graham,SF,2015-16,5.50%,8.5,8.25,6' 4'',6' 5.75'',8' 7'',219.4,6' 10.5'',11.64,3.15,3.3,28.5,31.5,11
Jerian Grant,PG,2015-16,5.60%,8.25,8.5,6' 3.25'',6' 4.25'',8' 4'',198,6' 7.5'',-,-,-,-,-,-
Olivier Hanlan,PG-SG,2015-16,4.30%,8,8.75,6' 3.25'',6' 4.25'',8' 4'',185.8,6' 6'',11.41,3.12,3.25,28,34,19
Montrezl Harrell,PF,2015-16,11.90%,9,9.75,6' 7'',6' 7.5'',9' 1'',253.4,7' 4.25'',-,-,-,-,-,-
Andrew Harrison,PG,2015-16,5.90%,8.25,9.25,6' 4.5'',6' 5.5'',8' 4'',213.2,6' 9'',11.2,-,3.34,26.5,33,-
Aaron Harrison,SG,2015-16,6.00%,8.75,10,6' 4.5'',6' 6'',8' 4.5'',209.2,6' 8.25'',-,-,3.27,28.5,34.5,1
Tyler Harvey,SG,2015-16,9.20%,7.75,8.75,6' 2.75'',6' 4'',8' 2.5'',181.4,6' 5.5'',10.56,2.93,3.44,26,28.5,1
Corey Hawkins,SG-PG,2015-16,5.50%,8.75,9,6' 0.75'',6' 1.75'',8' 3.5'',191.8,6' 8'',10.81,-,3.51,28.5,34,9
Rondae Hollis-Jefferson,SF,2015-16,5.00%,8.75,9.75,6' 5.5'',6' 7'',8' 8'',210.8,7' 2'',10.41,3.19,3.12,32,38,13
Richaun Holmes,PF,2015-16,8.80%,8.5,8.5,6' 8.25'',6' 9.5'',9' 0'',242.8,7' 1.5'',11.24,3.31,3.32,32.5,36,15
Jonathan Holmes,PF-SF,2015-16,7.20%,8.25,9.5,6' 8.25'',6' 9.25'',8' 11.5'',242.2,6' 11.5'',10.95,3.12,3.51,25.5,31,-
R.J. Hunter,SG,2015-16,6.00%,8.5,8.25,6' 4.5'',6' 6'',8' 8'',185,6' 10.5'',10.87,2.91,3.26,27.5,33.5,1
Vince Hunter,PF,2015-16,4.60%,9,8.75,6' 6.75'',6' 7.5'',8' 8.5'',208.4,6' 11'',11.19,3.06,3.26,33.5,37.5,13
Dakari Johnson,C,2015-16,14.90%,9.25,10.5,6' 11'',6' 11.75'',9' 4'',264.6,7' 2'',11.76,2.94,3.62,22.5,25,4
Stanley Johnson,SF,2015-16,7.50%,9,9,6' 5'',6' 6.5'',8' 6'',241.8,6' 11.5'',-,-,-,-,-,-
Tyus Jones,PG,2015-16,6.50%,8.25,8.75,6' 0.5'',6' 2'',8' 1'',184.6,6' 5'',11.84,2.95,3.32,26.5,32.5,2
Frank Kaminsky,C-PF,2015-16,9.40%,8.5,9.5,6' 11.75'',7' 0.75'',9' 1.5'',231.2,6' 11'',-,-,-,-,-,-
Kevon Looney,PF,2015-16,11.90%,9.5,9.25,6' 8'',6' 9.25'',9' 2'',222.4,7' 3.5'',-,-,-,-,-,-
Trey Lyles,PF,2015-16,12.10%,9.25,10.25,6' 9'',6' 10.25'',9' 0'',241.2,7' 1.5'',-,-,-,-,-,-
Jarell Martin,PF,2015-16,10.10%,8.25,9.5,6' 8'',6' 9.25'',8' 10.5'',238.6,6' 9'',11.2,2.97,3.27,28.5,35,19
TJ McConnell,PG,2015-16,7.30%,7.5,7,6' 0.5'',6' 2'',8' 0.5'',187.8,6' 2'',10.95,3.09,3.3,26,31.5,7
Chris McCullough,PF,2015-16,6.20%,8.75,8.75,6' 8.25'',6' 9'',9' 1'',199,7' 3.25'',-,-,-,-,-,-
Jordan Mickey,PF,2015-16,7.20%,8.75,9.5,6' 7'',6' 8.25'',8' 10'',238,7' 3.25'',11.72,3.13,3.28,33,37.5,9
